kind	name	used_in	purpose	rust	notes
text-format	omp session .jsonl (monitor check)	scripts/check-monitor-pane.sh	jq reduce: last type=model_change (role default) .model, or type=message with message.role assistant -> message.provider/message.model	keep: sh + jq	—
os	SIGSTOP / SIGCONT to omp's managed browser	localbench/quiet.py	`localbench quiet` pauses (SIGSTOP) only processes whose command runs from ~/.omp/puppeteer and records pid + command in runs/quiet.json; `--resume` sends SIGCONT only where the pid still runs the recorded command	nix::sys::signal::kill (Signal::SIGSTOP / SIGCONT)	same uid only; nothing is killed
os	SIGPIPE / closed stdout	localbench/__main__.py	Python ignores SIGPIPE: a closed pipe is a BrokenPipeError where it happened; main() catches it only around the command, points stdout at /dev/null (os.dup2) and returns 141; the proxy and rpc driver treat their own broken pipes as data (aborted, EOF)	Rust also starts with SIGPIPE ignored: println! then panics on EPIPE -> write through a handle with explicit error handling (writeln! + match ErrorKind::BrokenPipe => exit 141); never set SIG_DFL process-wide	until 2026-09-23 main set SIG_DFL process-wide, which silently killed the sess tier when omp aborted a stream (docstring)
os	child termination signals	localbench/backends.py,localbench/sysstats.py,localbench/workloads.py	Popen.terminate() = SIGTERM then kill() = SIGKILL after a wait timeout (mlx-serve 30 s, powermetrics via sudo 10 s, top 10 s, omp rpc 120 s after stdin close); subprocess.run(timeout) = SIGKILL + reap	nix::sys::signal::kill(Pid, Signal::SIGTERM) + wait-timeout + Child::kill	sudo relays SIGTERM to powermetrics
os	SIGINT (Ctrl-C) in watch	localbench/__main__.py,localbench/observe.py	KeyboardInterrupt ends `localbench watch` cleanly (contextlib.suppress)	ctrlc or signal-hook flag checked by the sleep loop	the lb-watch hub process is stopped this way
os	sudo -n privilege boundary	localbench/sysstats.py,scripts/install-sudoers.sh	passwordless root for exactly /usr/bin/powermetrics and /usr/sbin/purge; `sudo -n -l <bin>` tests the grant without running it	keep: shell out through sudo -n; the binary stays unprivileged	a password prompt must never appear (-n)
os	IOKit registry (GPU counters, HID idle)	localbench/sysstats.py	unprivileged reads of IOAccelerator PerformanceStatistics and AGXDeviceUserClient AppUsage (through ioreg today); IOHIDSystem HIDIdleTime (ns since the last keyboard/mouse input) for user_active_pct	io-kit-sys + core-foundation (or objc2-io-kit)	Apple-private keys; see text-format rows
os	process table: argv, env, cwd, sockets	localbench/sysstats.py,scripts/check-monitor-pane.sh,localbench/quiet.py	other processes' command lines, env (same uid only), cwd and TCP connections via ps/lsof	sysinfo / libproc (proc_pidinfo, proc_pidfdinfo, KERN_PROCARGS2)	visibility limits are the OS's, identical for native reads
os	load average	localbench/sysstats.py	os.getloadavg()[0] recorded as load1 (not judged: tracks idle threads here)	libc::getloadavg	—
os	filesystem free space	localbench/sysstats.py	os.statvfs('/'): f_bavail * f_frsize / 1e9 GB	nix::sys::statvfs::statvfs	—
os	TCP listen 127.0.0.1:11299	localbench/proxy.py	the proxy binds loopback on a fixed port (ThreadingHTTPServer sets SO_REUSEADDR)	std::net::TcpListener::bind (sets SO_REUSEADDR on Unix)	second concurrent proxy fails with EADDRINUSE
os	loopback connect: refused vs timeout	localbench/sysstats.py,localbench/backends.py	ConnectionRefused = server not running; timeout = unknown/stalled; OSError from up() = not ready	std::io::ErrorKind::{ConnectionRefused, TimedOut} surfaced through ureq::Error::Io	three-state results (answer / down / unknown) are recorded, not collapsed
os	child process environment and cwd	localbench/workloads.py,localbench/park.py,localbench/models.py,localbench/__main__.py	omp children: env = parent minus OMP_PROFILE/PI_PROFILE/PI_CODING_AGENT_DIR (+ OMP_PROFILE from LOCALBENCH_OMP_PROFILE), cwd per attempt (/tmp/localbench-*), stdin /dev/null for -p and a pipe for rpc	Command::env_remove / env / current_dir / Stdio::null()	a number measured under another profile is evidence about that profile only (AGENTS.md)
os	file metadata (mtime, size)	localbench/backends.py,localbench/memory.py,localbench/models.py	st_mtime_ns + st_size key the sha16 cache; newest mtime (excluding *-shm) = bank last write / local model copy time	std::fs::Metadata + std::os::unix::fs::MetadataExt (mtime, mtime_nsec, size)	—
os	symlinks	localbench/__main__.py,localbench/backends.py	runs/LATEST is a relative symlink; pins hash the resolved target of omp/mlx-serve symlinks	std::os::unix::fs::symlink; std::fs::canonicalize	—
os	local time zone	localbench/memory.py,localbench/models.py,localbench/__main__.py	time.localtime for display stamps (bank modified, local_copy, report span)	jiff (TimeZone::system())	display only; run stamps are UTC
os	clocks: wall vs monotonic	localbench/client.py,localbench/proxy.py,localbench/workloads.py	time.time() for cross-thread/cross-process correlation (proxy rows vs attempt windows); perf_counter/monotonic for durations and deadlines	SystemTime for t/t_start, Instant for durations	a wall-clock step during a run can misassign proxy rows to attempts
service	ollama	localbench/backends.py,localbench/park.py,localbench/models.py,localbench/sysstats.py,localbench/__main__.py	base=http://127.0.0.1:11434 local inference server; ollama 0.34.4 (2026-09-25; was 0.32.15, eee609f0a6da58b9), binary sha16 bba8b79eac84ab09 (/Applications/Ollama.app/Contents/Resources/ollama); incumbent model qwen3.8:27b-mlx 5642e97495e1, candidate qwen3.6:35b-mlx e92a3e94bbca	keep: external server, spoken to over HTTP (ureq)	pins in docs/evidence/incumbents.md; a version or binary change is a new generation for every tier
service	mlx-serve	localbench/backends.py,localbench/sysstats.py,localbench/__main__.py	base=http://127.0.0.1:11234 native MLX server started and stopped by the harness; 26.9.2, tap ddalcu/mlx-serve@30f32ccc9f9f, binary sha16 4d09a3beb8d4c9be; model Qwen3.6-35B-A3B-MLX-Serve-4bit files:68dedceb5da0	keep: external process + HTTP	server flags (--server-arg) are part of the generation (backend_args pin)
service	omlx	localbench/backends.py,localbench/sysstats.py,localbench/__main__.py	base=http://127.0.0.1:11236 oMLX (github.com/jundot/omlx) started and stopped by the harness on one model; 0.7.0rc1 (wheel sha256 dd86205c52575b4e), uv tool at ~/.local/bin/omlx; port 11236 because 8000 is Splash and 8765 is Agent Mail	keep: external server (std::process::Command + ureq)	settings persist in ~/.omlx/settings.json; the harness passes every setting it measures as a flag
service	splash	localbench/sysstats.py,localbench/models.py,localbench/backends.py,localbench/golden.py	base=http://127.0.0.1:8000 Inco Splash (Homebrew splash, incoai/Qwen3.8-27B-Splash), started by hand; splash_pin records version + sha16 when Splash is the backend or splash_resident()	keep: external server, observed over HTTP	pinning the binary does not measure the model; the pin does not stale ollama/mlx tiers
service	localbench-proxy	localbench/proxy.py,localbench/workloads.py,localbench/sysstats.py	base=http://127.0.0.1:11299 localbench's own timing proxy, alive only inside omp-bound tiers, record and the probes	port in-process (std::net::TcpListener + httparse; see http.server row)	fixed port: two concurrent runs collide (EADDRINUSE)
service	ollama-registry	localbench/models.py	base=https://registry.ollama.ai public model registry (manifests)	keep: remote HTTPS API (ureq with rustls)	network read, not inference
service	huggingface	localbench/models.py	base=https://huggingface.co public model hub API	keep: remote HTTPS API (ureq with rustls)	unauthenticated; rate limits apply
service	omp	localbench/workloads.py,localbench/park.py,localbench/models.py,localbench/__main__.py,localbench/proxy.py	the harness under test: omp 18.2.11 at ~/.bun/bin/omp (sha16 ce797fb3ed92e768 of the resolved dist/cli.js), default profile ~/.omp/agent; also its mnemopi memory store and tiny/fastembed CPU models	keep: external CLI (std::process::Command)	ships most days: e2e/rel/mem/sess goldens bind to omp_version + omp_sha + overlays
service	macOS	localbench/sysstats.py	macOS 26.5.2 (25F84) on Mac15,14 (M3 Ultra, 80 GPU cores, 512 GB): the OS surfaces behind ioreg, sysctl, ps, lsof, top, pmset, powermetrics	cfg(target_os = "macos") modules (io-kit-sys, sysctl, libproc); stubs on Linux CI	macos_build is a pin of every tier
service	mlx-smol	localbench/smol.py,localbench/sysstats.py,localbench/park.py,localbench/__main__.py	base=http://127.0.0.1:11235 the dedicated smol server (localbench smol): mlx-serve 26.9.5 side-by-side binary serving ddalcu/Qwen3.8-27B-MLX-Serve-4bit with --mtp for every omp profile's smol role; started in its own session with a pid file (a launchd job could not read /Volumes/Models: TCC), stopped by park, restarted by unpark	keep: external process + HTTP	not a model under test: a resident smol server is contention (resident_models key mlx-smol)
tool	uv	AGENTS.md,.githooks/pre-commit,scripts/probe-side-work.py,scripts/probe-memory-overhead.py	`uv tool install -e .`; `uv run --quiet python -m unittest discover -s tests -t .` (pre-commit gate); probes run with the uv tool env's python	cargo install --path . / cargo test	the port's tests replace this suite; tests/ stays the conformance oracle until then
tool	ruff	AGENTS.md,.github/workflows/kit-gates.yml	`uvx ruff check localbench` (CI: --select E,F,W,I --ignore E501)	cargo clippy -- -D warnings + rustfmt --check	—
tool	python3 -m compileall	.github/workflows/kit-gates.yml	byte-compile gate in CI	cargo build --locked	—
tool	GitHub Actions	.github/workflows/kit-gates.yml	ubuntu-latest: actions/checkout@v4, astral-sh/setup-uv@v6; readiness + claim gates, lint, compile	dtolnay/rust-toolchain + cargo on ubuntu-latest (and macos-latest for the IOKit/libproc code)	CI is Linux: macOS-only modules must compile behind cfg or be stubbed
tool	jq	scripts/break-golden.sh,scripts/check-monitor-pane.sh,AGENTS.md	break-golden.sh reads summary.json pins and doctors a golden copy; the monitor check reduces a session .jsonl; the tick loop reads .beads/issues.jsonl	keep in scripts; a Rust break-test would use serde_json	—
tool	bun	scripts/omp-fuzzy-probe.ts	`bun run scripts/omp-fuzzy-probe.ts [query] [candidates…]` imports omp's pi-tui fuzzy.ts	keep: bun (the probe exists to call omp's own TypeScript)	omp itself is a Bun app
tool	tmux	scripts/check-monitor-pane.sh	`tmux list-panes -a -F …` to map a pane id to its shell pid	keep: shell out	—
tool	curl	scripts/break-preflight.sh	loops POST /api/generate to keep the GPU busy for the gpu break-test	keep in script (or ureq in a Rust break-test)	—
tool	yes	scripts/break-preflight.sh	one `yes >/dev/null` per core (sysctl -n hw.ncpu) for the cpu break-test	keep in script (or std::thread::available_parallelism busy loops)	—
tool	git	scripts/break-golden.sh,scripts/check-claim-discipline.sh,.githooks/pre-commit	rev-parse --show-toplevel, diff --cached --name-only, show :<path> in gates and break-tests	keep: shell out	the CLI's own git calls are the subprocess row
tool	localbench (self)	scripts/break-golden.sh,scripts/break-preflight.sh,AGENTS.md	break-tests invoke `localbench compare <run>` and `localbench run <spec> --tiers conf --repeats 1`, grepping 'UNSOUND  <key>: <status>' and '^preflight refused: …'; the watcher runs as hub process lb-watch	the Rust binary keeps the CLI surface, exit codes and these stderr lines verbatim	these strings are an interface: scripts grep them
tool	sudo/visudo/install/id	scripts/install-sudoers.sh	root-only installer of the sudoers grant (visudo -cf, install -m 0440 -o root -g wheel)	keep: sh (run once by the user as root)	never run by the tool itself
tool	/bin/sh + POSIX text tools (awk sed grep cut tr sort uniq wc head tail printf mktemp cp rm)	scripts/check-readiness.sh,scripts/check-claim-discipline.sh,scripts/check-monitor-pane.sh,scripts/break-golden.sh,scripts/break-preflight.sh,.githooks/pre-commit	gate and break-test scripts; macOS /bin/sh is bash 3.2 in sh mode (the \037 separator fix in check-claim-discipline.sh)	keep: POSIX sh (gates stay outside the binary)	not part of the port unless a gate moves into Rust
